ID,Host Type,Repository Name with Owner,Repository ID,Manifest Platform,Manifest Filepath,Git branch,Manifest kind,Optional,Dependency Project Name,Dependency Requirements,Dependency Kind,Dependency Project ID
95084160,GitHub,serverless/dashboard,2923881,NPM,package.json,,manifest,,electron,^1.3.4,runtime,143927
108062669,GitHub,ImaginarySense/Teleprompter-Core,2935253,npm,package.json,,manifest,,electron,^1.4.15,development,143927
222011764,GitHub,rhysd/NyaoVim,2938149,npm,package.json,,manifest,,electron,^1.7.9,runtime,143927
163282242,GitHub,dingjibang/GDX-RPG,2939164,npm,extension/ItemEditor2/package.json,,manifest,,electron,^1.6.10,development,143927
134213018,GitHub,capnmidnight/Primrose,2964768,npm,package-lock.json,,lockfile,,electron,1.7.2,runtime,143927
141628309,GitHub,capnmidnight/Primrose,2964768,npm,package-lock.json,,lockfile,,electron,1.7.2,runtime,143927
150471478,GitHub,capnmidnight/Primrose,2964768,npm,package-lock.json,,lockfile,,electron,1.7.4,runtime,143927
133092152,GitHub,EightMedia/design-manual,2983274,npm,package-lock.json,,lockfile,,electron,https://registry.npmjs.org/electron/-/electron-1.6.8.tgz,runtime,143927
156002149,GitHub,EightMedia/design-manual,2983274,npm,package.json,,manifest,,electron,^1.6.10,runtime,143927
220828207,GitHub,redhat-developer-tooling/developer-platform-install,2986383,npm,package.json,,manifest,,electron,1.7.9,development,143927
111458012,GitHub,po-devs/po-web,2991640,npm,package.json,,manifest,,electron,^1.4.15,development,143927
76372402,GitHub,phutchins/pipo,3003793,NPM,package.json,,manifest,,electron,^1.3.1,development,143927
76372949,GitHub,webtorrent/webtorrent-desktop,3022790,NPM,package.json,,manifest,,electron,1.4.3,development,143927
161341119,GitHub,parro-it/debug-menu,3063555,npm,package.json,,manifest,,electron,^1.6.2,development,143927
121597284,GitHub,arifcakiroglu/owlfinder,3065996,npm,package.json,,manifest,,electron,^0.4.1,runtime,143927
14247391,GitHub,jfhbrook/hoarders,3074079,npm,package.json,,,,electron,*,runtime,143927
76374400,GitHub,orbitdb/orbit,3107515,NPM,package.json,,manifest,,electron,1.4.3,development,143927
106567068,GitHub,zenit/zenit,3120898,npm,package.json,,manifest,,electron,^1.4.13,development,143927
122091899,GitHub,codaco/Network-Canvas,3127754,npm,package.json,,manifest,,electron,^1.4.15,development,143927
119170382,GitHub,codaco/Network-Canvas,3127754,npm,package.json,,manifest,,electron,^1.4.15,development,143927
220840705,GitHub,Hypercubed/Project-Chi,3213782,npm,package.json,,manifest,,electron,^1.4.2,development,143927
219876311,GitHub,khornberg/docker-indicator,3239218,npm,package.json,,manifest,,electron,1.4.10,development,143927
122188805,GitHub,dripcap/dripcap,3246148,npm,yarn.lock,,lockfile,,electron,,runtime,143927
122093208,GitHub,dripcap/dripcap,3246148,npm,package.json,,manifest,,electron,1.4.15,development,143927
104984446,GitHub,mccxiv/tc,3255564,npm,package.json,,manifest,,electron,1.4.12,development,143927
76382817,GitHub,Kilian/fromscratch,3256774,NPM,package.json,,manifest,,electron,^1.4.3,development,143927
122167443,GitHub,cadejscroggins/catz,3261052,npm,yarn.lock,,lockfile,,electron,,runtime,143927
122077860,GitHub,cadejscroggins/catz,3261052,npm,package.json,,manifest,,electron,^1.6.2,development,143927
77578667,GitHub,cadejscroggins/catz,3261052,NPM,package.json,,manifest,,electron,^1.4.4,development,143927
122196873,GitHub,structuresound/tmake,3262672,npm,electron/yarn.lock,,lockfile,,electron,,runtime,143927
113525450,GitHub,structuresound/tmake,3262672,npm,electron/package.json,,manifest,,electron,^1.4.3,development,143927
219012254,GitHub,geminiwen/gm-editor,3267352,npm,package.json,,manifest,,electron,^1.4.13,runtime,143927
76384197,GitHub,mathphreak/ReliefValve,3282126,NPM,package.json,,manifest,,electron,1.4.3,development,143927
15289092,GitHub,conveyal/static-site-debugger,3310494,npm,package.json,,,,electron,^0.4.1,runtime,143927
122070045,GitHub,reverentgeek/reactor,3341951,npm,package.json,,manifest,,electron,^1.4.3,runtime,143927
122159740,GitHub,reverentgeek/reactor,3341951,npm,yarn.lock,,lockfile,,electron,,runtime,143927
171866565,GitHub,sindresorhus/electron-dl,3347732,npm,package.json,,manifest,,electron,^1.3.3,development,143927
108950972,GitHub,charleshamesse/IRStudio,3360728,npm,package.json,,manifest,,electron,^1.3.4,development,143927
15766311,GitHub,mikaoelitiana/meglue,3381302,npm,package.json,,,,electron,^0.4.1,runtime,143927
208327432,GitHub,lukehorvat/computed-style-to-inline-style,3397882,npm,package.json,,manifest,,electron,1.7.9,development,143927
15949562,GitHub,robwormald/ng2-electron,3438032,npm,package.json,,,,electron,^0.4.1,runtime,143927
192250500,GitHub,StupidStudio/stupid-tick,3460093,npm,yarn.lock,,lockfile,,electron,,runtime,143927
166499006,GitHub,ics-creative/150819_electron_text_editor,3461932,npm,src/package.json,,manifest,,electron,1.4.15,development,143927
221888023,GitHub,rhysd/neovim-component,3493637,npm,package.json,,manifest,,electron,~1.7.9,development,143927
220932177,GitHub,SalvationDevelopment/YGOPro-Salvation-Server,3496947,npm,yarn.lock,,lockfile,,electron,,runtime,143927
187385656,GitHub,bokuweb/re-resizable,3502154,npm,yarn.lock,,lockfile,,electron,,runtime,143927
76406758,GitHub,quentinms/GMR-client,3507034,NPM,package.json,,manifest,,electron,^1.3.5,runtime,143927
16297715,GitHub,tomzhang/lightning,3510082,npm,package.json,,,,electron,^0.4.1,runtime,143927
16304267,GitHub,witmin/PixelShank,3513863,npm,package.json,,,,electron,^0.4.1,runtime,143927
122121524,GitHub,DistributedObjectProtocol/dop,3551645,npm,yarn.lock,,lockfile,,electron,,runtime,143927
195697148,GitHub,DistributedObjectProtocol/dop,3551645,npm,package.json,,manifest,,electron,^1.4.12,development,143927
220871517,GitHub,zephyrzoom/douyu,3593739,npm,electron/app/package.json,,manifest,,electron,^1.3.1,development,143927
16790142,GitHub,joshuaegclark/party-player,3598146,npm,package.json,,,,electron,^0.4.1,runtime,143927
141495271,GitHub,bjrmatos/jsreport-electron-pdf,3644559,npm,package-lock.json,,lockfile,,electron,https://registry.npmjs.org/electron/-/electron-1.6.6.tgz,runtime,143927
141496558,GitHub,bjrmatos/jsreport-electron-pdf,3644559,npm,package.json,,manifest,,electron,1.6.6,development,143927
195905132,GitHub,ujiro99/RedmineTimeTracker,3678357,npm,package.json,,manifest,,electron,^1.6.10,development,143927
195907693,GitHub,ujiro99/RedmineTimeTracker,3678357,npm,yarn.lock,,lockfile,,electron,,runtime,143927
171022400,GitHub,makeomatic/ms-payments,3694635,npm,yarn.lock,,lockfile,,electron,,runtime,143927
168263909,GitHub,makeomatic/ms-payments,3694635,npm,yarn.lock,,lockfile,,electron,,runtime,143927
168263738,GitHub,makeomatic/ms-payments,3694635,npm,package.json,,manifest,,electron,^1.6.11,development,143927
122093543,GitHub,ragingwind/electron-shortcut,3697775,npm,package.json,,manifest,,electron,^1.4.8,development,143927
122140316,GitHub,ragingwind/electron-shortcut,3697775,npm,yarn.lock,,lockfile,,electron,,runtime,143927
93166648,GitHub,ragingwind/electron-shortcut,3697775,NPM,package.json,,manifest,,electron,^1.4.8,development,143927
